model,context,dataset,id,sentence,sent_shuffle,true_label,pred_original,pred_shuffle,change_type,has_discourse_marker,has_hedging,has_causal_structure,has_contrastive,claim_premise_structure,notes
@azure-openai-foundry/gpt-4.1,c1,PE,PE-dev-13,"While some people believe that non-academic subjects should be completely removed, I strongly disagree with that.","should completely non-academic subjects with removed, strongly be some people disagree that. that I While believe",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,PE,PE-dev-14,"Where a person lives and grow up is very important to his future life, because the environment that a person grow up, build the personality and his/her culture.","a environment to up, culture. up grow his because important personality future person the and a life, person that his/her and build is very the Where lives grow",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,PE,PE-dev-173,"When huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably.","our community's organized throughout improved be will the country, huge injection state remarkably. are health When campaigns",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,PE,PE-dev-174,"Adding to that, exchange of knowledge in different sectors of research like electronics, medical, astronomy etc would become easier.","astronomy medical, of of knowledge etc become in electronics, would research to like that, easier. different sectors Adding exchange",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,PE,PE-dev-176,Part-time jobs furnish them with precious chance to practice what they are learning at their universities.,to what precious chance their they learning practice jobs furnish at universities. with are Part-time them,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,PE,PE-dev-178,"For the same reason, you won't have a problem if you are the one who wants to play music, bring friends over, or study late at night.","to the if night. bring have won't you wants or are music, the who late one same play at you over, a problem study For reason, friends",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,PE,PE-dev-179,"With the the tax amount for which they pay, the rich may help a vast number of students from families with poverty background to continue their studies, and earn a better quality of life.","for families with help continue earn number rich of may studies, vast their the pay, a which background With of a from the quality and poverty tax to amount better life. students the they",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,PE,PE-dev-181,"First of all, it will be easier for me to find an engineering job in the city.","for find be easier the in job to me of all, engineering city. will an First it",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,PE,PE-dev-184,"Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored.","privacies being their invade monitored. constantly cameras argue due that these Nevertheless, some to",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-2,"Private governance will not disappear, but it will be linked to emerging forms of multi-stakeholder institutions.","will linked but it multi-stakeholder to forms be governance will of institutions. disappear, emerging Private not",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-3,Low social status in Turkey was connected to the level of domestic violence.,to connected status level violence. was domestic the in Turkey Low social of,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-4,Female genital mutilation can no longer be considered to be only an issue for women.,to for considered be women. issue longer mutilation be can no an Female genital only,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-6,The true causes of death and degrees of severity of the injuries caused by RTC are underestimated in the absence of integration of health and police databases.,underestimated caused of databases. absence degrees and the are of injuries the true RTC and by causes in police death integration of severity health The of of,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-7,"Many communities lack access to safe drinking water and sanitation, and thus the risk of waterborne disease in many regions is high.","high. safe lack waterborne sanitation, the disease regions drinking risk many of and communities thus to in water and Many access is",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-8,"As such, our results underline the importance of enabling and fostering gender diversity and have critical implications for firms and policy makers alike.","implications critical our have the and for diversity alike. importance and such, and gender fostering makers underline firms of enabling As results policy",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-9,Conclusions Laws that prohibit child marriage should be strengthened and health sector screening for violence experience could help identify women at risk of unmet need and improve women's reproductive agency.,women violence health improve of should marriage screening sector experience and and agency. risk could women's Laws for identify that help reproductive child need be strengthened unmet Conclusions prohibit at,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-10,Conclusions: The tool has a high sensitivity and could be a good screening tool for identifying those at risk for domestic violence in pregnancy.,identifying high risk pregnancy. tool a at good for those The screening violence sensitivity be tool in a for and could Conclusions: has domestic,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-11,"Thus, the EU needs to strengthen its commitments to achieving the emission targets by decarbonizing and sustaining its economic growth trajectory.","growth strengthen decarbonizing to achieving by and economic its targets its the the emission EU sustaining commitments to Thus, needs trajectory.",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-12,The level of carer burden experienced by HD relatives was comparable to or greater than that reported in the literature by relatives of individuals with dementia.,reported or was dementia. literature by experienced comparable that of to the level than individuals greater of in with burden relatives HD relatives The carer by,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-13,Conclusions: Intimate partner violence is associated with the incidence of common mental disorders in women.,incidence in the with women. disorders associated partner of violence is mental Conclusions: Intimate common,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-14,These results underscore the fallacy of “landless farming” and the importance of full supply-chain environmental management for improving sustainability in the US poultry industry.,management of sustainability industry. supply-chain importance improving of environmental for results full US “landless the underscore poultry fallacy in farming” and These the the,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-15,Conclusions:                    The prevalence of alcohol and illicit drugs is very high in patients presenting to the ED-MNH with injury.,to presenting alcohol very and the with illicit patients ED-MNH high The in prevalence injury. drugs is Conclusions: of,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-173,"Abstract: Greenhouse gas emissions have significantly altered global climate, and will continue to do so in the future.","do to have and significantly global the altered will in Greenhouse continue gas so future. climate, Abstract: emissions",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-174,"After applying stringent genome-wide significance criteria (P &lt;3.6×10−8), we found that DNA methylation levels at 29 CpG sites in peripheral blood were associated with respiratory function or COPD.","in CpG that were COPD. (P criteria DNA at found respiratory methylation peripheral 29 function applying levels stringent sites or significance associated &lt;3.6×10−8), we with After genome-wide blood",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-177,This article presents an integrated multi-criteria decision-making (MCDM) method that is based on hesitant fuzzy linguistic (HFL) term set.,fuzzy hesitant integrated that multi-criteria linguistic term decision-making on (HFL) is article based presents set. (MCDM) method This an,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-179,The application of the framework allows a comprehensive evaluation and comparison of the results for the impacts addressed.,results the framework and allows comprehensive impacts a comparison the application of of for addressed. evaluation The the,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-183,Results: There were 2468 patients during the study period.,2468 the study patients period. were during Results: There,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,SCIARK,SCIARK-dev-185,Female genital mutilation (FGM) is a procedure performed for non-medical reasons that is not traditionally encountered in Canada and that has serious health implications for women.,in is non-medical women. that procedure a reasons encountered health that and genital traditionally implications not mutilation Canada for is serious performed for Female (FGM) has,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-1,So we need to do the reforms and the term limits.,and to need the the reforms term do So we limits.,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-2,"I think the greatest possibilities of our country, our dreams and our hopes, are out there just waiting for us to grab onto them.","there of for them. are and waiting our out just think hopes, grab our dreams the onto possibilities us country, our I greatest to",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-3,"John McCain -- this is a fundamental difference between us, we will end this war.","between this difference fundamental war. end a -- us, this is will John McCain we",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-7,"We've got to recruit 100,000 new teachers.","got recruit 100,000 to teachers. We've new",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-8,"Mr. Ford has said, I believe, that it was accurate, and that the White House made no attempt to block the issuing of that report.","no the accurate, block to that believe, and made issuing that attempt Ford House of White has that I report. it was Mr. said, the",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-9,"But I do believe that no one in this country should be denied the right to express themselves, or to even try to persuade others to follow their leader.","or right should to try one no denied be to country others to leader. express follow I the do themselves, their that to in this persuade But believe even",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-10,"And I think that we're better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific.","with that the rather Communist and in see, we're and the Philippines, them right of we facing a wolves trying wrongs them throwing power to help our Pacific. then the And think than better off, example to retain friendship I for the",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-11,And I think this is something the American people see.,American this think people something the see. is And I,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-12,We need to be smarter about now we wage a war on terror.,we now to a terror. about on wage be smarter We need war,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-14,"FORD: I don't believe, uh - Mr. Frankel that uh - the Yugoslavians consider themselves dominated by the Soviet Union.","Union. - themselves uh uh consider dominated Soviet Mr. Yugoslavians the - I the don't by Frankel that FORD: believe,",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-15,"In terms of Darfur, I agree it's genocide.","Darfur, I it's genocide. of agree In terms",Argument,Argument,ERROR,correct_to_wrong,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-171,"I've also proposed a voluntary national test in the fourth grade and eighth grade, and a form of testing the governor has not endorsed.","a national testing endorsed. grade, grade of and and form also eighth has test fourth proposed not voluntary the in the I've a governor",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-172,"The reason I bring that up is because he's proposed $2.2 trillion in new spending, and he says he going to tax the rich to close the tax gap.","he spending, $2.2 the tax is up in trillion and proposed to going gap. he the reason new I says tax that close because he's rich The bring to",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-173,But here you cut the drug czar's office 83 percent.,office cut you 83 drug czar's percent. the But here,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-175,"In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War.","since recession the and worst the World recession, most Second 1974, penetrating we the War. deepest In had",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-177,"Both parents are teachers, they're not rich in money, but they have strong values and they value education.","values strong they're but not in value rich they they parents have are and education. money, Both teachers,",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-181,"He surely must be aware that most of the equipment and arms and resources for Castro came from the United States, flowed out of Florida and other parts of the United States to Castro in the mountains.","that States, and equipment out other parts aware Florida the Castro States to and arms United of came mountains. most and He the resources the must in United flowed be of the for Castro from surely of",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-183,When you came to office 32 million people on food stamps.,people to came on 32 million food office When you stamps.,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
@azure-openai-foundry/gpt-4.1,c1,USELEC,USELEC-dev-185,"What we do is work on that budget by an aggressive program, not a painful program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we'll start manufacturing goods here in this country again.","an money getting is borrowing who so will can program, in and entrepreneurs on street we'll work money aggressive more build What start we and country can here the start less not again. through manufacturing a people, this do investment factories, on who maybe that by painful program, that goods we budget hire",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-1,Long-term relief of symptoms has the potential to improve overall quality of life and increase compliance with anti-oestrogen medications for breast cancer.,cancer. the of compliance overall life with for potential and medications increase quality relief of has anti-oestrogen to improve Long-term symptoms breast,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-3,"Despite higher rates of some adverse effects (anemia, abdominal pain, constipation, fatigue) the overall toxicity profile of vinflunine was manageable.","manageable. adverse toxicity some pain, overall profile was effects the vinflunine constipation, higher fatigue) rates of (anemia, abdominal Despite of",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-5,"Tenofovir disoproxil fumarate (TDF) monotherapy was effective and well tolerated without TDF resistance development in CHB patients with LAM-R, for up to 240weeks.","patients CHB fumarate in was development with resistance 240weeks. effective tolerated disoproxil for TDF without to monotherapy LAM-R, and well Tenofovir (TDF) up",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-7,AT represents a valid option for the treatment of MBC.,treatment valid a of for the MBC. option AT represents,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-8,"GEM is equally effective in controlling 'disease-specific' symptoms, but superior in controlling 'constitutional' symptoms.","but 'constitutional' symptoms, 'disease-specific' symptoms. controlling controlling equally superior effective in GEM is in",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-10,"While a higher rate of side effects, albeit mild to moderate, was detected with 1/3 dose bacillus Calmette-Guérin compared to gemcitabine, our study failed to show significant differences between the 2 drugs in terms of quality of life.","was terms moderate, in of the detected side show 2 differences of to to rate to gemcitabine, study bacillus life. drugs significant While of with compared higher quality between failed our effects, mild 1/3 dose Calmette-Guérin a albeit",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-11,"ONJ is multifactorial and no single treatment modality is likely to reverse it; however, it is treatable and even advanced presentations can improve with intensive multimodal therapy.","treatable it; likely therapy. advanced treatment single to is improve reverse even is it intensive however, multifactorial and multimodal no can modality is with ONJ and presentations",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-12,"In patients undergoing a restorative resection for low rectal cancer, a colonic JP offers significant advantages in function over an SA or a coloplasty.","advantages resection over coloplasty. offers a function colonic significant in patients JP or for cancer, undergoing a restorative an low rectal In a SA",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-13,Provision of multimodal exercise programs will improve the short-term health of women undergoing adjuvant therapy for breast cancer but are of questionable economic efficiency.,for will but efficiency. adjuvant of cancer women therapy breast of undergoing questionable improve health multimodal economic programs are the short-term Provision exercise of,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-14,These findings demonstrate that a docetaxel plus platinum combination is an effective treatment option with a favorable therapeutic index for first-line treatment of advanced or metastatic NSCLC.,favorable treatment is NSCLC. for plus docetaxel an a of effective index findings with or option demonstrate therapeutic metastatic a treatment platinum combination advanced These that first-line,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-15,"Thus, elderly patients in need of intensified chemotherapy may receive FLOT without compromising patient-reported outcome parameters.","chemotherapy receive of intensified outcome FLOT compromising may elderly patients patient-reported parameters. need without Thus, in",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-171,Conversion to glaucoma was found to be related to both the baseline and post-treatment IOP levels.,related both to be IOP the and to to glaucoma post-treatment levels. found baseline Conversion was,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-176,The intraocular pressure reductions with brinzolamide two and three times daily were clinically and statistically equivalent.,and times brinzolamide two statistically daily clinically three intraocular pressure and equivalent. with were The reductions,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,ABSTRCT,ABSTRCT-dev-185,Trends observed for the treatment groups were similar.,the treatment were similar. for groups Trends observed,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,ARGUMINSCI,ARGUMINSCI-dev-4,"Finally, precomputation of the force polynomial coefficients in Eqn. (7) can be significant in case of StVK models, but never prohibitive.","never polynomial case force (7) in of but coefficients significant models, can precomputation be of StVK in Eqn. Finally, the prohibitive.",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ARGUMINSCI,ARGUMINSCI-dev-7,"While this would be problematic when using a multi-step differential equation solver which expects continuity (such as a RungeKutta method), it should not interfere with a one-step solver such as the backward Euler method.","when method), it which with such (such equation as solver one-step continuity a differential multi-step as using not While Euler expects RungeKutta would backward solver should be interfere problematic the method. a this a",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ARGUMINSCI,ARGUMINSCI-dev-9,"In current graphic card architectures, data transfer from CPU to GPU is slow compared with memory access within the GPU.","GPU. data with architectures, to compared memory the transfer slow within GPU current is graphic access from CPU In card",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,ARGUMINSCI,ARGUMINSCI-dev-14,"In all these papers, boundary conditions are not treated explicitly.","not papers, these treated conditions are explicitly. boundary In all",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-1,"From my point of view, computers have an important and inevitable role in economic, business, and other part of societies.","societies. computers business, view, and economic, and of have in part inevitable my role point other an important From of",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-2,"Regardless of some exceptions, it is obvious that living in small towns is healthier than in big cities.","healthier is it in is that big obvious small in of towns some than cities. living Regardless exceptions,",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-3,"However, I am convinced that it is vital to follow one's own religious practices which can bring the enlightenment in mind.","in it which that follow practices can enlightenment is religious the one's I own am bring vital to However, convinced mind.",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-4,It makes you perfect in time management skills.,perfect in management skills. you time It makes,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-5,"Therefore, one who has studied and lived overseas will become more eligible for the job than his/her peers.","the for studied become and overseas his/her lived more than one eligible who job peers. will Therefore, has",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-6,"On the other hand, it is possible for ordinary people to participate in some actions of environment protection, and they also can benefit from the improvement of environment.","and environment to can environment. possible is participate actions people the in they of improvement the some other protection, of it benefit for ordinary from On hand, also",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-8,"In conclusion, technology has brought many benefits, but traditional skills and ways are always valuable and will last forever.","valuable always brought skills many and last benefits, are will and conclusion, ways technology forever. but traditional In has",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-10,"Trying to learn skills, working in two places in a week and gaining more tasks are the reasons which take into account as the most important causes of my choice.","take tasks week causes as two in gaining and are a important choice. account the of to more which learn reasons my working most places in the Trying skills, into",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-12,"In the second place, the revolution in females' right has brought about many benefits not only to themselves but society as well.","well. revolution second only has many to society in benefits but not brought the about the themselves females' right In place, as",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-14,"Where a person lives and grow up is very important to his future life, because the environment that a person grow up, build the personality and his/her culture.","a environment to up, culture. up grow his because important personality future person the and a life, person that his/her and build is very the Where lives grow",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,PE,PE-dev-173,"When huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably.","our community's organized throughout improved be will the country, huge injection state remarkably. are health When campaigns",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,PE,PE-dev-174,"Adding to that, exchange of knowledge in different sectors of research like electronics, medical, astronomy etc would become easier.","astronomy medical, of of knowledge etc become in electronics, would research to like that, easier. different sectors Adding exchange",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,PE,PE-dev-176,Part-time jobs furnish them with precious chance to practice what they are learning at their universities.,to what precious chance their they learning practice jobs furnish at universities. with are Part-time them,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,PE,PE-dev-177,"On the other hand, critics of this idea maintain that although the educational benefits that the Internet may yield are undeniable, there still remain certain shortcomings.","Internet educational that shortcomings. are this of although the still the yield the that remain benefits other may certain critics there idea maintain On hand, undeniable,",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,PE,PE-dev-178,"For the same reason, you won't have a problem if you are the one who wants to play music, bring friends over, or study late at night.","to the if night. bring have won't you wants or are music, the who late one same play at you over, a problem study For reason, friends",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,PE,PE-dev-179,"With the the tax amount for which they pay, the rich may help a vast number of students from families with poverty background to continue their studies, and earn a better quality of life.","for families with help continue earn number rich of may studies, vast their the pay, a which background With of a from the quality and poverty tax to amount better life. students the they",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,PE,PE-dev-181,"First of all, it will be easier for me to find an engineering job in the city.","for find be easier the in job to me of all, engineering city. will an First it",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-1,So we need to do the reforms and the term limits.,and to need the the reforms term do So we limits.,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-2,"I think the greatest possibilities of our country, our dreams and our hopes, are out there just waiting for us to grab onto them.","there of for them. are and waiting our out just think hopes, grab our dreams the onto possibilities us country, our I greatest to",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-3,"John McCain -- this is a fundamental difference between us, we will end this war.","between this difference fundamental war. end a -- us, this is will John McCain we",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-6,"We have seen Afghanistan worsen, deteriorate.","Afghanistan have seen worsen, We deteriorate.",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-9,"But I do believe that no one in this country should be denied the right to express themselves, or to even try to persuade others to follow their leader.","or right should to try one no denied be to country others to leader. express follow I the do themselves, their that to in this persuade But believe even",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-11,And I think this is something the American people see.,American this think people something the see. is And I,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-14,"FORD: I don't believe, uh - Mr. Frankel that uh - the Yugoslavians consider themselves dominated by the Soviet Union.","Union. - themselves uh uh consider dominated Soviet Mr. Yugoslavians the - I the don't by Frankel that FORD: believe,",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-173,But here you cut the drug czar's office 83 percent.,office cut you 83 drug czar's percent. the But here,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-181,"He surely must be aware that most of the equipment and arms and resources for Castro came from the United States, flowed out of Florida and other parts of the United States to Castro in the mountains.","that States, and equipment out other parts aware Florida the Castro States to and arms United of came mountains. most and He the resources the must in United flowed be of the for Castro from surely of",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c2,USELEC,USELEC-dev-185,"What we do is work on that budget by an aggressive program, not a painful program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we'll start manufacturing goods here in this country again.","an money getting is borrowing who so will can program, in and entrepreneurs on street we'll work money aggressive more build What start we and country can here the start less not again. through manufacturing a people, this do investment factories, on who maybe that by painful program, that goods we budget hire",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-3,"Despite higher rates of some adverse effects (anemia, abdominal pain, constipation, fatigue) the overall toxicity profile of vinflunine was manageable.","manageable. adverse toxicity some pain, overall profile was effects the vinflunine constipation, higher fatigue) rates of (anemia, abdominal Despite of",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-5,"Tenofovir disoproxil fumarate (TDF) monotherapy was effective and well tolerated without TDF resistance development in CHB patients with LAM-R, for up to 240weeks.","patients CHB fumarate in was development with resistance 240weeks. effective tolerated disoproxil for TDF without to monotherapy LAM-R, and well Tenofovir (TDF) up",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-7,AT represents a valid option for the treatment of MBC.,treatment valid a of for the MBC. option AT represents,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
mistral-medium-latest,c1,ABSTRCT,ABSTRCT-dev-8,"GEM is equally effective in controlling 'disease-specific' symptoms, but superior in controlling 'constitutional' symptoms.","but 'constitutional' symptoms, 'disease-specific' symptoms. controlling controlling equally superior effective in GEM is in",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
